TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,IS_NULLABLE
ItemMappingRules,ReceivedCode,varchar,256,NO
ItemMappingRules,ReceivedDesc,varchar,64,YES
ItemMappingRules,NewCode,varchar,256,NO
ItemMappingRules,NewDesc,varchar,64,YES
ItemMappingRules,DateInsert,datetime,,YES
ItemMappingRules,VAUid,varchar,32,YES
ItemMappingRules,VActr,int,,YES
ItemMappingRules,VATermId,varchar,32,YES
ItemMappingRules,VACompCode,varchar,16,YES
ItemMaster,StockNo,varchar,32,NO
ItemMaster,BatchSrlNo,varchar,16,NO
ItemMaster,Class1Cd,varchar,16,YES
ItemMaster,Class2Cd,varchar,16,YES
ItemMaster,SubClass1Cd,varchar,16,YES
ItemMaster,SubClass2Cd,varchar,16,YES
ItemMaster,SizeCd,varchar,16,YES
ItemMaster,LeastSalableQty,money,,YES
ItemMaster,UseJwlPricing,bit,,YES
ItemMaster,Retail_Price,money,,YES
ItemMaster,Dealer_Price,money,,YES
ItemMaster,ProdTaxType,varchar,16,YES
ItemMaster,SrcTaxType,varchar,16,YES
ItemMaster,IsInventoryItem,bit,,YES
ItemMaster,IsRPTaxInclusive,bit,,YES
ItemMaster,ItemDesc,varchar,60,YES
ItemMaster,ExtDescPresent,bit,,YES
ItemMaster,RegularInd,varchar,2,YES
ItemMaster,ReordLvl,real,,YES
ItemMaster,EOQ,real,,YES
ItemMaster,MinOrdQty,real,,YES
ItemMaster,LastPurchPrice,money,,YES
ItemMaster,CurrentCost,money,,YES
ItemMaster,JwlMetalInd,varchar,2,YES
ItemMaster,JwlCaratage,int,,YES
ItemMaster,JwlGrossWt,real,,YES
ItemMaster,JwlStoneWt,real,,YES
ItemMaster,JwlWtFactor,real,,YES
ItemMaster,JwlRateFactor,money,,YES
ItemMaster,JwlStoneVal,money,,YES
ItemMaster,JwlMakeCharge,money,,YES
ItemMaster,JwlValFactor,money,,YES
ItemMaster,AnalCode1,varchar,16,YES
ItemMaster,AnalCode2,varchar,16,YES
ItemMaster,AnalCode3,varchar,16,YES
ItemMaster,AnalCode4,varchar,16,YES
ItemMaster,AnalCode5,varchar,16,YES
ItemMaster,AnalCode6,varchar,16,YES
ItemMaster,AnalCode7,varchar,16,YES
ItemMaster,AnalCode8,varchar,16,YES
ItemMaster,AnalCode9,varchar,16,YES
ItemMaster,AnalCode10,varchar,16,YES
ItemMaster,AnalCode11,varchar,16,YES
ItemMaster,AnalCode12,varchar,16,YES
ItemMaster,AnalCode13,varchar,16,YES
ItemMaster,AnalCode14,varchar,16,YES
ItemMaster,AnalCode15,varchar,16,YES
ItemMaster,AnalCode16,varchar,16,YES
ItemMaster,AnalCode17,varchar,16,YES
ItemMaster,AnalCode18,varchar,16,YES
ItemMaster,AnalCode19,varchar,16,YES
ItemMaster,AnalCode20,varchar,16,YES
ItemMaster,AnalCode21,varchar,16,YES
ItemMaster,AnalCode22,varchar,16,YES
ItemMaster,AnalCode23,varchar,16,YES
ItemMaster,AnalCode24,varchar,16,YES
ItemMaster,AnalCode25,varchar,16,YES
ItemMaster,AnalCode26,varchar,16,YES
ItemMaster,AnalCode27,varchar,16,YES
ItemMaster,AnalCode28,varchar,16,YES
ItemMaster,AnalCode29,varchar,16,YES
ItemMaster,AnalCode30,varchar,16,YES
ItemMaster,AnalCode31,varchar,16,YES
ItemMaster,AnalCode32,varchar,16,YES
ItemMaster,MfgDate,datetime,,YES
ItemMaster,ExpDate,datetime,,YES
ItemMaster,ShelfLife,int,,YES
ItemMaster,ImagePresent,bit,,YES
ItemMaster,IsBillable,bit,,YES
ItemMaster,IsService,bit,,YES
ItemMaster,RtlMarkUp,money,,YES
ItemMaster,DlrMarkUp,money,,YES
ItemMaster,VAUid,varchar,32,YES
ItemMaster,VActr,int,,YES
ItemMaster,VATermId,varchar,32,YES
ItemMaster,VACompCode,varchar,16,YES
ItemMaster,CCStockNo,varchar,40,YES
ItemMaster,GradeCd,varchar,16,YES
ItemMaster,ImageID,varchar,256,YES
ItemMaster,SField1,varchar,8,YES
ItemMaster,SField2,varchar,8,YES
ItemMaster,SField3,varchar,8,YES
ItemMaster,SField4,varchar,8,YES
ItemMaster,SField5,varchar,8,YES
ItemMaster,NField1,int,,YES
ItemMaster,NField2,int,,YES
ItemMaster,NField3,int,,YES
ItemMaster,NField4,int,,YES
ItemMaster,NField5,int,,YES
ItemMaster,DField1,datetime,,YES
ItemMaster,DField2,datetime,,YES
ItemMaster,DField3,datetime,,YES
ItemMaster,BField1,bit,,YES
ItemMaster,BField2,bit,,YES
ItemMaster,MerchId,varchar,16,YES
ItemMaster,DiscId,int,,YES
ItemMaster,DiscPer,int,,YES
ItemMaster,DiscAmt,int,,YES
ItemMaster,DiscSQLQry,varchar,32,YES
ItemMaster,PriceFactorId,int,,YES
ItemMaster,PriceFactorPer,int,,YES
ItemMaster,PriceFactorAmt,int,,YES
ItemMaster,PriceFactorSQLQry,varchar,32,YES
ItemMaster,AddOnId,int,,YES
ItemMaster,AddOnPer,money,,YES
ItemMaster,AddOnAmt,money,,YES
ItemMaster,AddOnSQLQry,varchar,32,YES
ItemMaster,DednId,int,,YES
ItemMaster,DednPer,money,,YES
ItemMaster,DednAmt,money,,YES
ItemMaster,DednSQLQry,varchar,32,YES
ItemMaster,EDId,int,,YES
ItemMaster,EDPer,money,,YES
ItemMaster,EDAmt,money,,YES
ItemMaster,EDSQLQry,varchar,32,YES
ItemMaster,FinalMRP,money,,YES
ItemMaster,IsConsignmentItem,bit,,YES
ItemMaster,FlgStockTake,int,,YES
ItemMaster,FlgRateAlterable,int,,YES
ItemMaster,FlgStockChkAppl,int,,YES
ItemMaster,StockTolerance,money,,YES
ItemMaster,Dateinsert,datetime,,YES
ItemMaster,Lastupdateddate,datetime,,YES
ItemMaster,BatchApplicable,tinyint,,YES
ItemMaster,GradeApplicable,tinyint,,YES
ItemMaster,LocationApplicable,tinyint,,YES
ItemMaster,BatchNoFlag,tinyint,,YES
ItemMasterConfig,FId,varchar,16,NO
ItemMasterConfig,FN,varchar,128,YES
ItemMasterConfig,FC,varchar,128,YES
ItemMasterConfig,Flag1,int,,YES
ItemMasterConfig,Flag2,int,,YES
ItemMasterConfig,Flag3,int,,YES
ItemMasterConfig,Flag4,int,,YES
ItemMasterConfig,ValidRule1,varchar,256,YES
ItemMasterConfig,ValidRule2,varchar,256,YES
ItemMasterConfig,ValidRule3,varchar,256,YES
ItemMasterConfig,ValidRule1Message,varchar,256,YES
ItemMasterConfig,ValidRule2Message,varchar,256,YES
ItemMasterConfig,ValidRule3Message,varchar,256,YES
ItemMasterConfig,Remarks,varchar,128,YES
ItemMasterConfig,DefaultVaue,varchar,128,YES
ItemMasterConfig,Exceptions,varchar,128,YES
ItemMasterConfig,SysParamTitleID,varchar,50,YES
ItemMasterConfig,BoundToLookup,varchar,50,YES
ItemMasterConfig,BoundToLookupID,varchar,50,YES
ItemMasterConfig,VAUid,varchar,32,YES
ItemMasterConfig,VActr,int,,YES
ItemMasterConfig,VATermId,varchar,32,YES
ItemMasterConfig,VACompCode,varchar,16,YES
ItemMasterExtd01,StockNo,varchar,32,NO
ItemMasterExtd01,BatchNo,varchar,32,NO
ItemMasterExtd01,GradeCd,varchar,32,NO
ItemMasterExtd01,BatchMfgDate,smalldatetime,,YES
ItemMasterExtd01,BatchMfgFormat,tinyint,,YES
ItemMasterExtd01,BatchMfgDateString,varchar,32,YES
ItemMasterExtd01,BatchExpDate,smalldatetime,,YES
ItemMasterExtd01,BatchExpFormat,tinyint,,YES
ItemMasterExtd01,BatchExpDateString,varchar,32,YES
ItemMasterExtd01,BatchShelfLife,smallint,,YES
ItemMasterExtd01,BatchRemarks,varchar,128,YES
ItemMasterExtd01,LinkSrcCompCode,varchar,16,YES
ItemMasterExtd01,LinkDocNo,int,,YES
ItemMasterExtd01,LinkDestCompCode,varchar,16,YES
ItemMasterExtd01,LinkSlabNo,int,,YES
ItemMasterExtd01,ActiveFlag,tinyint,,YES
ItemMasterExtd01,DateInsert,smalldatetime,,YES
ItemMasterExtd01,VaUid,varchar,32,YES
ItemMasterExtd01,VaCtr,int,,YES
ItemMasterExtd01,VaTermId,varchar,32,YES
ItemMasterExtd01,VaCompCode,varchar,16,YES
ItemMasterLog,SysDate,datetime,,YES
ItemMasterLog,ShoperDate,datetime,,YES
ItemMasterLog,SysTime,datetime,,YES
ItemMasterLog,Mode,varchar,10,YES
ItemMasterLog,IsNewPM,bit,,YES
ItemMasterLog,StockNo,varchar,32,YES
ItemMasterLog,BatchSrlNo,varchar,16,YES
ItemMasterLog,Class1Cd,varchar,16,YES
ItemMasterLog,Class2Cd,varchar,16,YES
ItemMasterLog,SubClass1Cd,varchar,16,YES
ItemMasterLog,SubClass2Cd,varchar,16,YES
ItemMasterLog,SizeCd,varchar,16,YES
ItemMasterLog,LeastSalableQty,money,,YES
ItemMasterLog,UseJwlPricing,bit,,YES
ItemMasterLog,Retail_Price,money,,YES
ItemMasterLog,Dealer_Price,money,,YES
ItemMasterLog,ProdTaxType,varchar,16,YES
ItemMasterLog,SrcTaxType,varchar,16,YES
ItemMasterLog,IsInventoryItem,bit,,YES
ItemMasterLog,IsRPTaxInclusive,bit,,YES
ItemMasterLog,ItemDesc,varchar,60,YES
ItemMasterLog,ExtDescPresent,bit,,YES
ItemMasterLog,RegularInd,varchar,2,YES
ItemMasterLog,ReordLvl,money,,YES
ItemMasterLog,EOQ,money,,YES
ItemMasterLog,MinOrdQty,money,,YES
ItemMasterLog,LastPurchPrice,money,,YES
ItemMasterLog,CurrentCost,money,,YES
ItemMasterLog,JwlMetalInd,varchar,2,YES
ItemMasterLog,JwlCaratage,int,,YES
ItemMasterLog,JwlGrossWt,money,,YES
ItemMasterLog,JwlStoneWt,money,,YES
ItemMasterLog,JwlWtFactor,money,,YES
ItemMasterLog,JwlRateFactor,money,,YES
ItemMasterLog,JwlStoneVal,money,,YES
ItemMasterLog,JwlMakeCharge,money,,YES
ItemMasterLog,JwlValFactor,money,,YES
ItemMasterLog,AnalCode1,varchar,16,YES
ItemMasterLog,AnalCode2,varchar,16,YES
ItemMasterLog,AnalCode3,varchar,16,YES
ItemMasterLog,AnalCode4,varchar,16,YES
ItemMasterLog,AnalCode5,varchar,16,YES
ItemMasterLog,MfgDate,datetime,,YES
ItemMasterLog,ExpDate,datetime,,YES
ItemMasterLog,ShelfLife,int,,YES
ItemMasterLog,ImagePresent,bit,,YES
ItemMasterLog,IsBillable,bit,,YES
ItemMasterLog,IsService,bit,,YES
ItemMasterLog,RtlMarkUp,money,,YES
ItemMasterLog,DlrMarkUp,money,,YES
ItemMasterLog,VAUid,varchar,32,YES
ItemMasterLog,VActr,int,,YES
ItemMasterLog,VATermId,varchar,32,YES
ItemMasterLog,VACompCode,varchar,16,YES
ItemMasterLog,CCStockNo,varchar,40,YES
ItemMasterLog,GradeCd,varchar,16,YES
ItemMasterLog,ImageID,varchar,256,YES
ItemMasterLog,MerchId,varchar,16,YES
ItemMasterLog,DiscId,int,,YES
ItemMasterLog,DiscPer,int,,YES
ItemMasterLog,DiscAmt,int,,YES
ItemMasterLog,DiscSQLQry,varchar,32,YES
ItemMasterLog,PriceFactorId,int,,YES
ItemMasterLog,PriceFactorPer,int,,YES
ItemMasterLog,PriceFactorAmt,int,,YES
ItemMasterLog,PriceFactorSQLQry,varchar,32,YES
ItemMasterLog,AddOnId,int,,YES
ItemMasterLog,AddOnPer,money,,YES
ItemMasterLog,AddOnAmt,money,,YES
ItemMasterLog,AddOnSQLQry,varchar,32,YES
ItemMasterLog,DednId,int,,YES
ItemMasterLog,DednPer,money,,YES
ItemMasterLog,DednAmt,money,,YES
ItemMasterLog,DednSQLQry,varchar,32,YES
ItemMasterLog,EDId,int,,YES
ItemMasterLog,EDPer,money,,YES
ItemMasterLog,EDAmt,money,,YES
ItemMasterLog,EDSQLQry,varchar,32,YES
ItemMasterLog,FinalMRP,money,,YES
ItemMasterLog,IsConsignmentItem,bit,,YES
ItemMasterLog,SField1,varchar,8,YES
ItemMasterLog,SField2,varchar,8,YES
ItemMasterLog,SField3,varchar,8,YES
ItemMasterLog,SField4,varchar,8,YES
ItemMasterLog,SField5,varchar,8,YES
ItemMasterLog,NField1,int,,YES
ItemMasterLog,NField2,int,,YES
ItemMasterLog,NField3,int,,YES
ItemMasterLog,NField4,int,,YES
ItemMasterLog,NField5,int,,YES
ItemMasterLog,DField1,datetime,,YES
ItemMasterLog,DField2,datetime,,YES
ItemMasterLog,DField3,datetime,,YES
ItemMasterLog,BField1,bit,,YES
ItemMasterLog,BField2,bit,,YES
ItemMasterLog,AnalCode6,varchar,16,YES
ItemMasterLog,AnalCode7,varchar,16,YES
ItemMasterLog,AnalCode8,varchar,16,YES
ItemMasterLog,AnalCode9,varchar,16,YES
ItemMasterLog,AnalCode10,varchar,16,YES
ItemMasterLog,AnalCode11,varchar,16,YES
ItemMasterLog,AnalCode12,varchar,16,YES
ItemMasterLog,AnalCode13,varchar,16,YES
ItemMasterLog,AnalCode14,varchar,16,YES
ItemMasterLog,AnalCode15,varchar,16,YES
ItemMasterLog,AnalCode16,varchar,16,YES
ItemMasterLog,AnalCode17,varchar,16,YES
ItemMasterLog,AnalCode18,varchar,16,YES
ItemMasterLog,AnalCode19,varchar,16,YES
ItemMasterLog,AnalCode20,varchar,16,YES
ItemMasterLog,AnalCode21,varchar,16,YES
ItemMasterLog,AnalCode22,varchar,16,YES
ItemMasterLog,AnalCode23,varchar,16,YES
ItemMasterLog,AnalCode24,varchar,16,YES
ItemMasterLog,AnalCode25,varchar,16,YES
ItemMasterLog,AnalCode26,varchar,16,YES
ItemMasterLog,AnalCode27,varchar,16,YES
ItemMasterLog,AnalCode28,varchar,16,YES
ItemMasterLog,AnalCode29,varchar,16,YES
ItemMasterLog,AnalCode30,varchar,16,YES
ItemMasterLog,AnalCode31,varchar,16,YES
ItemMasterLog,AnalCode32,varchar,16,YES
ItemMasterLog,FlgStockTake,int,,YES
ItemMasterLog,FlgRateAlterable,int,,YES
ItemMasterLog,FlgStockChkAppl,int,,YES
ItemMasterLog,StockTolerance,money,,YES
ItemReClassConfig,FldId,varchar,16,NO
ItemReClassConfig,FldDBColName,varchar,128,YES
ItemReClassConfig,FldTerminology,varchar,128,YES
ItemReClassConfig,FldDefaultName,varchar,128,YES
ItemReClassConfig,FilterOrder,int,,YES
ItemReClassConfig,FilterFlag,int,,YES
ItemReClassConfig,ReplaceOrder,int,,YES
ItemReClassConfig,ReplaceFlag,int,,YES
ItemReClassConfig,LoookupDtls,varchar,128,YES
ItemReClassConfig,FilterDataType,varchar,64,YES
ItemReClassConfig,ReplaceDataType,varchar,64,YES
ItemReClassConfig,DataLen,int,,YES
ItemReClassConfig,FilterControlType,varchar,64,YES
ItemReClassConfig,ReplaceControlType,varchar,64,YES
ItemReClassConfig,AttribType,int,,YES
ItemReClassConfig,PreviewFlag,int,,YES
ItemReClassConfig,AllowedOp,varchar,16,YES
ItemReClassConfig,AllowedInSwap,varchar,16,YES
ItemReClassConfig,VAUid,varchar,32,YES
ItemReClassConfig,VActr,int,,YES
ItemReClassConfig,VATermId,varchar,32,YES
ItemReClassConfig,VACompCode,varchar,16,YES
ItemReClassDtls,IRCId,varchar,16,NO
ItemReClassDtls,SrlNo,int,,NO
ItemReClassDtls,FRIndicator,varchar,1,NO
ItemReClassDtls,FRIndSrlNo,int,,NO
ItemReClassDtls,FldId,varchar,16,YES
ItemReClassDtls,FldDBColName,varchar,128,YES
ItemReClassDtls,FldTerminology,varchar,128,YES
ItemReClassDtls,FldDefaultName,varchar,128,YES
ItemReClassDtls,FldFilterDataType,varchar,64,YES
ItemReClassDtls,FldFilterCondition,varchar,64,YES
ItemReClassDtls,FldFilterCurValue,varchar,256,YES
ItemReClassDtls,FldReplaceDataType,varchar,64,YES
ItemReClassDtls,FldReplaceOption,varchar,64,YES
ItemReClassDtls,FldReplaceNewValue,varchar,256,YES
ItemReClassDtls,FldReplaceId,varchar,16,YES
ItemReClassDtls,FldReplaceDBColName,varchar,128,YES
ItemReClassDtls,ItItemClassFld,int,,YES
ItemReClassDtls,SQLBatchNo,int,,YES
ItemReClassDtls,SQLStmt,varchar,2000,YES
ItemReClassDtls,SQLIndependent,int,,YES
ItemReClassDtls,SQLExcuteAtBegin,int,,YES
ItemReClassDtls,VAUid,varchar,32,YES
ItemReClassDtls,VActr,int,,YES
ItemReClassDtls,VATermId,varchar,32,YES
ItemReClassDtls,VACompCode,varchar,16,YES
ItemReClassHeader,IRCId,varchar,16,NO
ItemReClassHeader,IRCStatus,int,,YES
ItemReClassHeader,ApprovedFlag,int,,YES
ItemReClassHeader,CreatedAt,int,,YES
ItemReClassHeader,ShoperDate,datetime,,YES
ItemReClassHeader,SystemDate,datetime,,YES
ItemReClassHeader,Narration,varchar,256,YES
ItemReClassHeader,FilterFlag,int,,YES
ItemReClassHeader,RunMultiple,int,,YES
ItemReClassHeader,RunInImport,int,,YES
ItemReClassHeader,RunInMenu,int,,YES
ItemReClassHeader,RunInDayBegin,int,,YES
ItemReClassHeader,RunSQLStmt,int,,YES
ItemReClassHeader,AtHO,int,,YES
ItemReClassHeader,AtHORunNo,int,,YES
ItemReClassHeader,AtHOLastRunDate,datetime,,YES
ItemReClassHeader,AtPOS,int,,YES
ItemReClassHeader,AtPOSRunNo,int,,YES
ItemReClassHeader,AtPOSLastRunDate,datetime,,YES
ItemReClassHeader,AtReplPOS,int,,YES
ItemReClassHeader,AtReplPOSRunNo,int,,YES
ItemReClassHeader,AtReplPOSLastRunDate,datetime,,YES
ItemReClassHeader,VAUid,varchar,32,YES
ItemReClassHeader,VActr,int,,YES
ItemReClassHeader,VATermId,varchar,32,YES
ItemReClassHeader,VACompCode,varchar,16,YES
ItemsFromHO,GUID,varchar,128,YES
ItemsFromHO,HOStockNo,varchar,64,NO
ItemsFromHO,StockNo,varchar,32,NO
ItemsFromHO,Class1Cd,varchar,16,YES
ItemsFromHO,Class2Cd,varchar,16,YES
ItemsFromHO,CLASS1DESC,varchar,256,YES
ItemsFromHO,CLASS2DESC,varchar,256,YES
ItemsFromHO,SubClass1Cd,varchar,16,YES
ItemsFromHO,SubClass2Cd,varchar,16,YES
ItemsFromHO,SubClass1Desc,varchar,256,YES
ItemsFromHO,SubClass2Desc,varchar,256,YES
ItemsFromHO,SizeCd,varchar,16,YES
ItemsFromHO,SuperClass1,varchar,16,YES
ItemsFromHO,SuperClass2,varchar,16,YES
ItemsFromHO,SuperClass1Desc,varchar,256,YES
ItemsFromHO,SuperClass2Desc,varchar,256,YES
ItemsFromHO,AnalCode1,varchar,16,YES
ItemsFromHO,AnalDesc1,varchar,256,YES
ItemsFromHO,AnalCode2,varchar,16,YES
ItemsFromHO,AnalDesc2,varchar,256,YES
ItemsFromHO,AnalCode3,varchar,16,YES
ItemsFromHO,AnalDesc3,varchar,256,YES
ItemsFromHO,AnalCode4,varchar,16,YES
ItemsFromHO,AnalDesc4,varchar,256,YES
ItemsFromHO,AnalCode5,varchar,16,YES
ItemsFromHO,AnalDesc5,varchar,256,YES
ItemsFromHO,AnalCode6,varchar,16,YES
ItemsFromHO,AnalDesc6,varchar,256,YES
ItemsFromHO,AnalCode7,varchar,16,YES
ItemsFromHO,AnalDesc7,varchar,256,YES
ItemsFromHO,AnalCode8,varchar,16,YES
ItemsFromHO,AnalDesc8,varchar,256,YES
ItemsFromHO,AnalCode9,varchar,16,YES
ItemsFromHO,AnalDesc9,varchar,256,YES
ItemsFromHO,AnalCode10,varchar,16,YES
ItemsFromHO,AnalDesc10,varchar,256,YES
ItemsFromHO,AnalCode11,varchar,16,YES
ItemsFromHO,AnalDesc11,varchar,256,YES
ItemsFromHO,AnalCode12,varchar,16,YES
ItemsFromHO,AnalDesc12,varchar,256,YES
ItemsFromHO,AnalCode13,varchar,16,YES
ItemsFromHO,AnalDesc13,varchar,256,YES
ItemsFromHO,AnalCode14,varchar,16,YES
ItemsFromHO,AnalDesc14,varchar,256,YES
ItemsFromHO,AnalCode15,varchar,16,YES
ItemsFromHO,AnalDesc15,varchar,256,YES
ItemsFromHO,AnalCode16,varchar,16,YES
ItemsFromHO,AnalDesc16,varchar,256,YES
ItemsFromHO,AnalCode17,varchar,16,YES
ItemsFromHO,AnalDesc17,varchar,256,YES
ItemsFromHO,AnalCode18,varchar,16,YES
ItemsFromHO,AnalDesc18,varchar,256,YES
ItemsFromHO,AnalCode19,varchar,16,YES
ItemsFromHO,AnalDesc19,varchar,256,YES
ItemsFromHO,AnalCode20,varchar,16,YES
ItemsFromHO,AnalDesc20,varchar,256,YES
ItemsFromHO,AnalCode21,varchar,16,YES
ItemsFromHO,AnalDesc21,varchar,256,YES
ItemsFromHO,AnalCode22,varchar,16,YES
ItemsFromHO,AnalDesc22,varchar,256,YES
ItemsFromHO,AnalCode23,varchar,16,YES
ItemsFromHO,AnalDesc23,varchar,256,YES
ItemsFromHO,AnalCode24,varchar,16,YES
ItemsFromHO,AnalDesc24,varchar,256,YES
ItemsFromHO,AnalCode25,varchar,16,YES
ItemsFromHO,AnalDesc25,varchar,256,YES
ItemsFromHO,AnalCode26,varchar,16,YES
ItemsFromHO,AnalDesc26,varchar,256,YES
ItemsFromHO,AnalCode27,varchar,16,YES
ItemsFromHO,AnalDesc27,varchar,256,YES
ItemsFromHO,AnalCode28,varchar,16,YES
ItemsFromHO,AnalDesc28,varchar,256,YES
ItemsFromHO,AnalCode29,varchar,16,YES
ItemsFromHO,AnalDesc29,varchar,256,YES
ItemsFromHO,AnalCode30,varchar,16,YES
ItemsFromHO,AnalDesc30,varchar,256,YES
ItemsFromHO,AnalCode31,varchar,16,YES
ItemsFromHO,AnalDesc31,varchar,256,YES
ItemsFromHO,AnalCode32,varchar,16,YES
ItemsFromHO,AnalDesc32,varchar,256,YES
ItemsFromHO,ProdTaxType,varchar,16,YES
ItemsFromHO,PRODTAXDESC,varchar,256,YES
ItemsFromHO,Dateinsert,datetime,,YES
ItemsFromHO,VAUid,varchar,32,YES
ItemsFromHO,VActr,int,,YES
ItemsFromHO,VATermId,varchar,32,YES
ItemsFromHO,VACompCode,varchar,16,YES
ItemTagConfig,TrnType,int,,NO
ItemTagConfig,Class1Cd,varchar,16,NO
ItemTagConfig,Class2Cd,varchar,16,NO
ItemTagConfig,FieldSrlNo,smallint,,NO
ItemTagConfig,FieldName,varchar,64,YES
ItemTagConfig,FieldCaption,varchar,64,YES
ItemTagConfig,FieldApplicable,smallint,,YES
ItemTagConfig,FieldType,smallint,,YES
ItemTagConfig,FieldMinLength,smallint,,YES
ItemTagConfig,FieldMaxLength,smallint,,YES
ItemTagConfig,FieldLinkId,smallint,,YES
ItemTagConfig,ActiveFlag,smallint,,YES
ItemTagConfig,FldAppPreviousStatus,smallint,,YES
ItemTagConfig,FldAppIsChanged,smallint,,YES
ItemTagConfig,DateInsert,datetime,,YES
ItemTagConfig,VaUid,varchar,32,YES
ItemTagConfig,VActr,int,,YES
ItemTagConfig,VATermId,varchar,32,YES
ItemTagConfig,VACompCode,varchar,16,YES
ItemTagConfigFromHO,TrnType,int,,NO
ItemTagConfigFromHO,Class1Cd,varchar,16,NO
ItemTagConfigFromHO,Class2Cd,varchar,16,NO
ItemTagConfigFromHO,FieldSrlNo,smallint,,NO
ItemTagConfigFromHO,FieldName,varchar,64,YES
ItemTagConfigFromHO,FieldCaption,varchar,64,YES
ItemTagConfigFromHO,FieldApplicable,smallint,,YES
ItemTagConfigFromHO,FieldType,smallint,,YES
ItemTagConfigFromHO,FieldMinLength,smallint,,YES
ItemTagConfigFromHO,FieldMaxLength,smallint,,YES
ItemTagConfigFromHO,FieldLinkId,smallint,,YES
ItemTagConfigFromHO,ActiveFlag,smallint,,YES
ItemTagConfigFromHO,FldAppPreviousStatus,smallint,,YES
ItemTagConfigFromHO,FldAppIsChanged,smallint,,YES
ItemTagConfigFromHO,DateInsert,datetime,,YES
ItemTagConfigFromHO,VaUid,varchar,32,YES
ItemTagConfigFromHO,VActr,int,,YES
ItemTagConfigFromHO,VATermId,varchar,32,YES
ItemTagConfigFromHO,VACompCode,varchar,16,YES
ItemTagDtls,Class1Cd,varchar,16,NO
ItemTagDtls,Class2Cd,varchar,16,NO
ItemTagDtls,ItemTag1,varchar,128,NO
ItemTagDtls,Qty,money,,YES
ItemTagDtls,DateInsert,datetime,,YES
ItemTagDtls,VaUid,varchar,32,YES
ItemTagDtls,VActr,int,,YES
ItemTagDtls,VATermId,varchar,32,YES
ItemTagDtls,VACompCode,varchar,16,YES
KPIDtls,ShowRoomCode,varchar,50,NO
KPIDtls,ShowRoomName,varchar,50,YES
KPIDtls,DocDt,datetime,,NO
KPIDtls,ExpectedWalkInCount,int,,YES
KPIDtls,WalkInCount,int,,YES
KPIDtls,CountOfPurchases,int,,YES
KPIDtls,CountOfTransferIns,int,,YES
KPIDtls,CountOfSaleRtn,int,,YES
KPIDtls,CountOfApprovRtns,int,,YES
KPIDtls,CountOfMiscRcpts,int,,YES
KPIDtls,CountOfVoidSales,int,,YES
KPIDtls,CountOfVoidPurchaseRtns,int,,YES
KPIDtls,CountOfVoidTransferOuts,int,,YES
KPIDtls,CountOfVoidApprovIssues,int,,YES
KPIDtls,CountOfVoidMiscIssues,int,,YES
KPIDtls,CountOfSales,int,,YES
KPIDtls,CountOfTransferOuts,int,,YES
KPIDtls,CountOfPurchaseRtn,int,,YES
KPIDtls,CountOfApprovIssues,int,,YES
KPIDtls,CountOfMiscIssues,int,,YES
KPIDtls,CountOfVoidSalesRtns,int,,YES
KPIDtls,CountOfVoidPurchase,int,,YES
KPIDtls,CountOfVoidTransferIn,int,,YES
KPIDtls,CountOfVoidApprovRtns,int,,YES
KPIDtls,CountOfVoidMiscRcpts,int,,YES
KPIDtls,TotSaleValue,money,,YES
KPIDtls,TotTaxAmt,money,,YES
KPIDtls,TotAddons,money,,YES
KPIDtls,TotDeductions,money,,YES
KPIDtls,TotDiscount,money,,YES
KPIDtls,TotNetSalesVal,money,,YES
KPIDtls,TotUnitsSold,real,,YES
KPIDtls,TotSaleRtnVal,money,,YES
KPIDtls,TotSaleRtnTaxAmt,money,,YES
KPIDtls,TotSaleRtnAddons,money,,YES
KPIDtls,TotSaleRtnDeductions,money,,YES
KPIDtls,TotSaleRtnDiscount,money,,YES
KPIDtls,TotNetSaleRtnVal,money,,YES
KPIDtls,TotUnitsRtnd,real,,YES
KPIDtls,TotCustComplaints,int,,YES
KPIDtls,TotSalesPersonAbsent,int,,YES
KPIDtls,TotSalesPersonPresent,int,,YES
KPIDtls,CountOfCustomers,int,,YES
KPIDtls,FloorPolished,bit,,YES
KPIDtls,Painted,bit,,YES
KPIDtls,ElevationCleaned,bit,,YES
KPIDtls,VAUid,varchar,32,YES
KPIDtls,VActr,int,,YES
KPIDtls,VATermId,varchar,32,YES
KPIDtls,VACompCode,varchar,16,YES
LogAgentActivity,LogSrlNo,int,,NO
LogAgentActivity,Task_Id,varchar,16,YES
LogAgentActivity,Task_SubNo,numeric,,NO
LogAgentActivity,transdt,datetime,,YES
LogAgentActivity,ShoperDt,datetime,,YES
LogAgentActivity,actvexe,varchar,50,YES
LogAgentActivity,PgmOpt,varchar,5,YES
LogAgentActivity,Flag,varchar,1,YES
LogAgentActivity,Remarks,varchar,250,YES
LogAgentActivity,VAUid,varchar,32,YES
LogAgentActivity,VActr,int,,YES
LogAgentActivity,VATermId,varchar,32,YES
LogAgentActivity,VACompCode,varchar,16,YES
LogAgentActivity,HOcompcd,varchar,32,YES
LogDataExtractDetail,logsrlno,int,,NO
LogDataExtractDetail,RunNumber,int,,NO
LogDataExtractDetail,Transdate,datetime,,YES
LogDataExtractDetail,TypeOfFile,varchar,64,YES
